metric,estimate,bootstrap_se,conf_low,conf_high,reps,seed
mean_injuries,0.33272357151568027,0.0022390884378413693,0.32865059709753375,0.3373207065732324,1000,2026
injury_rate,0.24547134588504582,0.0013035161477727751,0.2429940712389422,0.2479113312507622,1000,2026
rush_mean_injury_difference,-0.026874713657014493,0.004478300434148151,-0.03554236698261195,-0.018363681744470704,1000,2026
rush_injury_rate_difference,-0.009376383527504889,0.0028200871886137893,-0.014883354978970895,-0.0038676088718682684,1000,2026
borough_injury_rate_manhattan,0.19724799203038415,0.003240416423034067,0.19094859986789084,0.20333311242995172,1000,2026
borough_injury_rate_bronx,0.26396495071193865,0.0042468597750478475,0.2561147577871646,0.2726370701523113,1000,2026
borough_injury_rate_brooklyn,0.2635599694423224,0.002946169175172589,0.2573403332139646,0.26908911893859105,1000,2026
borough_injury_rate_queens,0.24419950676933916,0.002973661274877267,0.23827231891785758,0.25011471602548274,1000,2026
borough_injury_rate_staten_island,0.22296173044925124,0.00802097039440155,0.20804376058841406,0.23873318920371672,1000,2026
